id	title	content	category
1280	"UK pledges £1bn to vaccine effort
"	uk chancellor gordon brown offered    year international scheme aiming boost vaccination immunisation scheme speech called action reach  millennium declaration goal halving global poverty tackling child mortality rate mr brown just returned tour african nation  commitment five-point plan debt relief trade aid education health chancellor speaking event jointly organised uk department international development development programme wednesday mr brown welcomed news gate foundation norway joining extra   global alliance vaccine immunisation gavi britain france gavi gate foundation drawn proposal apply principle international finance facility iff area immunisation donor making long-term legally binding financial commitment used collateral raising extra fund international capital market pledging   year immunisation iff britain urged donor contribute gavi increase funding immunisation extra    year extra million life saved  million mr brown argued campaign group including friend earth world development movement war want said uk government policy free trade major barrier fighting poverty war want john hilary said compassionate rhetoric disguise reality government neo-liberal policy long mr blair mr brown continue push free trade privatisation developing country people pushed deeper poverty lifted	politics
248	"Bush budget seeks deep cutbacks
"	president bush presented  budget cutting domestic spending bid lower record deficit projected peak   year  trillion  trillion budget submitted congress affect  domestic programme farming environment education health foreign aid rise  money treat hiv/aids reward economic political reform military spending set rise  reach  budget doe include cost running military operation iraq afghanistan administration expected seek extra  congress later year congress spend month debating george w bush proposal state department planned budget rise just  - fraction defence department request - including  assist ally war terror administration keen highlight global effort tackle hiv/aids bbcs jonathan beale report planned spending double  money going african nation mr bush want increase given poorer country millennium challenge corporation scheme set reward developing country embrace considers good governance sound policy mr bush proposed spending  project initial promise  key spending line missing proposal cost funding administration proposed radical overhaul social security pension programme american rely retirement income expert believe require borrowing  trillion -year period doe budget include cash purchase crude oil emergency petroleum stockpile concern level reserve created  led rise oil price past year bush administration instead continue reserve taking oil - cash - energy company drill federal lease outline proposes reduction budget   government agency including cut  agriculture  environmental protection agency spending plan year beginning  october banking healthy economy boost government income   trillion spending forecast grow   trillion budget tightest mr bush presidency order sustain economic expansion continue pro-growth policy enforce greater spending restraint federal government mr bush said budget message congress mr bush promised halve us massive budget deficit year deficit partly result massive tax cut early mr bush presidency key factor pushing dollar lower independent congressional budget office estimate shortfall shrink little   returning surplus seen late   estimate depend tax cut permanent line promise passed sunset disappear  republican want stay place figure rely social security trust fund - money set aside cover swelling cost retirement pension - offset main budget deficit	business
1951	"Commodore finds new lease of life
"	once-famous commodore computer brand resurrected bought us-based digital music distributor new owner yeahronimo medium venture ruled possibility new breed commodore computer plan develop worldwide entertainment concept brand detail known groundbreaking commodore  computer elicits fond memory owned  chronology home computing commodore pioneer commodore  launched  affordable home pc followed year later amiga commodore  sold single computer day brand languished somewhat  commodore international filed bankruptcy  sold dutch firm tulip computer late  firm great rival atari produced range home computer brand video game known infogrames tulip computer sold product commodore including portable usb storage device digital music player planned relaunch brand following upsurge nostalgia -era game commodore  enthusiast written emulator window pc apple mac pda original commodore game run sale commodore expected complete week deal worth	tech
2178	"Apple makes blogs reveal sources
"	apple won legal fight make blogger reveal told unreleased product bid unmask employee leaking information launched december  following online article apple asteroid product apple won right e-mail record blogger root culprit lawyer blogger said ruling set dangerous precedent harm news reporter apple lawsuit accused anonymous people stealing trade secret asteroid music product leaking powerpage apple insider think secret website apple fan site obsessively watch iconic firm information future product apple notoriously secretive upcoming product give snippet information working value lawsuit reveal name leaker filed power page apple insider site separate legal fight think secret resolved ruling handed week santa clara county superior court judge james kleinberg apple hand e-mail record blogger net provider making ruling judge kleinberg said law covering divulging trade secret outweighed consideration public california so-called shield law protect journalist prosecution writing shown public judge wrote surprising hundred thousand hit website apple happen interested public public judge kleinberg said question blogger journalist did apply law governing right trade secret confidential covered journalist electronic frontier foundation acting legal counsel power page apple insider said ruling potentially wide implication report company trade press concerned ruling said eff lawyer kurt opsahl mr opsahl said eff planning appeal ruling blogger journalist federal law stop net firm handing copy e-mail message owner account doe consent	tech
1911	"Voters flock to blog awards site
"	voting way annual bloggies recognise best web blog - online space people publish thought - year nomination announced sunday traffic official site heavy website temporarily closed visitor weblogs nominated  category regional blog best-kept-secret blog blog huge year dictionary naming blog word  technorati blog search engine track million blog say  added daily blog created  second according research think-tank pew internet american life  total updated month nikolai nolan run bloggies past year told bbc news website surprised voter crowded site award lot traffic just year server bandwidth limit guess id need said new finalist year added won bloggies entry reflected specific news event nomination south-east asia earthquake tsunami blog pretty timely  said mr nolan big bloggies battle ultimate prize blog year nominated blog wide-ranging covering news quirky site fighting coveted award gawker fish need bicycle wonkette boing boing gothamist sign blog playing increasingly key spreading news current affair south-east asia earthquake tsunami blog nominated best overall category greenfairydotcom londonist hicksdesign plasticbag london underground tube blog nominee best british irish weblog included category best meme replicating idea spread weblogs nomination include flickr web photo album let people upload tag share publish image blog podcasting appearance category increasingly popular idea make use r really simple syndication audio technology let people easily make radio show distribute automatically portable device text-based blog like audio blog new category added list year including best food best entertainment best writing weblog category scrapped best music blog winner fifth annual bloggies chosen public public voting close  february winner announced   march	tech
1592	"Mourinho takes swipe at Arsenal
"	chelsea bos jose mourinho attempted pile pressure title rival arsenal ahead gunner facing newcastle wednesday arsenal play magpie day chelsea beat portsmouth busy festive programme mourinho said day rest recover television schedule player tired especially john terry chelsea bos jose mourinho admitted lucky win fratton park unhappy game short space time time year added play match day foreign player understand tradition football time year good health sit smoke cigar good life actually good playing game certainly healthy especially team european commitment	sport
1239	"Will Tory tax cuts lift spirits?
"	michael howard finally revealed scale planned tory tax cut win general election earmarked  billion used reduce tax - say pre-election message party pressing voter belief warm simplest saying vote tory way government stick labour spending plan core public service including health education increase spending defence police pension left tax cut equivalent penny basic rate income tax money come  billion efficiency saving axe taken bureaucracy waste civil service  billion spending plan  billion black hole left claim gordon brown rest going tax cut mr howard mr letwin say exactly use cash cut basic rate unlikely idea floated include raising tax threshold abolishing reducing inheritance tax tory party urging mr howard announce eye-catching election tory leader declared aim exercise open real economic policy divide labour tory election people clear choice mr blair waste tax conservative party value money tax said traditional tory message previously suggested labour party tax rise conservative party tax cut extension labour seen party big spending public service tory cutter problem lie mr howard - persuade sceptical voter really way bigger spending public service lower tax insists promise election deliver downing street labour needle say claim planned  efficiency saving simply dont add sort figure fantasy new labour greatest success historic  election persuade voter business city trusted run economy far faced real challenge independent analyst claim new labour government forced increase taxation tax plug black hole centre finance liberal democrat committed increasing tax finance spending proposal launched earlier day mr howard hope message start hit home unofficial election campaign poll rating finally lift floor issue like iraq war trust play major campaign likely - prime minister probably hope - economy deciding factor	politics
3	"High fuel prices hit BA's profits
"	british airway blamed high fuel price  drop profit reporting result month  december  airline pre-tax profit   compared  year earlier rod eddington ba chief executive said result respectable quarter fuel cost rose   ba profit better market expectation  expects rise full-year revenue help offset increased price aviation fuel ba year introduced fuel surcharge passenger october increased   one-way long-haul flight short-haul surcharge raised   leg aviation analyst mike powell dresdner kleinwort wasserstein say ba estimated annual surcharge revenue -  - way short additional fuel cost - predicted extra  turnover quarter   benefiting rise cargo revenue looking ahead year result march  ba warned yield - average revenue passenger - expected decline continues lower price face competition low-cost carrier said sale better previously forecast year march  total revenue outlook slightly better previous guidance   improvement anticipated ba chairman martin broughton said ba previously forecast   rise full-year revenue reported friday passenger number rose  january aviation analyst nick van den brul bnp paribas described ba latest quarterly result pretty modest quite good revenue show impact fuel surcharge positive cargo development operating margin cost impact fuel strong said  september  attack united state ba cut  job major cost-cutting drive focus remains reducing controllable cost debt whilst continuing invest product mr eddington said example taken delivery airbus  aircraft month start improvement club world flat bed ba share closed penny  penny	business
1243	"TV debate urged for party chiefs
"	broadcaster fix date pre-election televised debate main political leader according hansard society tony blair michael howard charles kennedy decide non-partisan charity said chairman lord holme argued prime minister right veto matter public broadcaster make decision ahead said lord holmes proposal televised debate come just month million viewer able watch president george w bush slug verbally democratic challenger john kerry said democratically dubious proposition incumbent prime minister decide similar event take place mr blair did want broadcaster ahead chair cancel event explain reason lord holme said make present situation acceptable mr howard mr kennedy said welcome debate no-one heard directly prime minister said left nudge wink hint briefing aide campaign manager imply mr blair doesnt want havent heard prime minister lord holme campaigned televised debate previous election said broadcaster willing cooperate arrangement opinion poll suggested idea backing public like comparing personality policy contender home said lord holme argued public service obligation broadcaster make decision ahead soon election called independent third-party body hansard society electoral commission work ground rule fair participant informative public said party leader accept refuse said lord holme prime minister reported position true doe want obliged say publicly broadcaster option cancelling event obvious well-understood reason going ahead chair way preferable present hidden veto hansard society long campaigned televised debate published report issue   tony blair ruled taking televised debate forthcoming election campaign month said answer election campaign reason given answer said monthly news conference	politics
622	"Wal-Mart is sued over rude lyrics
"	parent -year-old girl suing supermarket giant wal-mart cd rock group evanescence contains swear word lawsuit filed washington county alleges wal-mart deceived customer putting warning label cover trevin skeens alleges wal-mart knew offending word censored music sale website wal-mart said investigating claim plan pull cd wal-mart policy stocking cd carry parental advisory label mr skeens said bought home cd daughter shocked hear swearing played car dont want family expecting clean need removed shelf prevent child hearing said mr skeens brownsville lawsuit seek force wal-mart censor music remove store maryland seek damage   customer bought cd maryland wal-marts naming record label wind-up record distributor bmg entertainment legal action wal-mart set high standard possible eliminate image word topic individual objectionable wal-mart spokesman guy whitcomb told herald-mail hagerstown	entertainment
2004	"Mobiles double up as bus tickets
"	mobile soon double travel card nokia planning try wireless ticket german bus early year traveller city hanau near frankfurt able pay ticket passing phone smart-card reader installed bus passenger need nokia  handset special shell attached reduce queue make travelling easier said nokia transport system world seeing advantage using ticketless smartcards using mobile phone step said gerhard roman head market development nokia ticketless trial start early  people able access transport information timetable phone nokia worked electronics giant philip develop shell mobile phone compatible hanaus existing ticketing open possibility mobile device interact everyday environment said mr roman used shop product information bus-stops information bus example passed advert rock star detail concert ringtones told bbc news website confident trial run germany extended transport system country technology offer access lot service make easy information want said	tech
922	"Butler launches attack on Blair
"	civil service chief lord butler criticised way tony blair government operates accusing obsessed headline attacked way iraq war sold public important warning strength intelligence left tory leader michael howard said lord butler given damaging testimony remember downing street said mr blair judged result style lord butler said mr blair bypassed cabinet relied instead small informal group adviser help make decision prime minister official spokesman said cabinet used achieve consensus important issue added modern government decision cabinet just possible lord butler said government freedom bring bad bill like relied advice political appointee cabinet secretary said interview spectator magazine critical present government emphasis selling central control little reasoned deliberation brings argument mr howard described lord butler intervention important insider heart blair government certainly damaging testimony remember eminent position lord butler report earlier year iraq intelligence said government september  weapon dossier did make clear intelligence claim saddam hussein stockpile chemical biological weapon reason weakened minister case war lord butler said spectator interview conducted magazine editor conservative mp boris johnson said civil servant material minister say conclusion weve drawn weve got tell evidence weve got pretty similarly giving united nation country warn asked thought warning lord butler said got remember purpose dossier purpose dossier persuade british government thought iraq threat asked thought country well-governed replied think country suffer badly parliament having sufficient control executive grave flaw breaking away party whip executive free bring huge number extremely bad bill huge regulation like - like best headline tomorrow bad government country lord butler assessment backed predecessor cabinet secretary lord armstrong lord armstrong told bbc two newsnight agree doesnt appear sort informed collective political judgement brought bear decision-making affected decision entitled expect liberal democrat deputy leader menzies campbell said thought lord butler comment justified mr blair style leadership corrosive government labour minister jack cunningham accused lord butler basing comment month incoming labour administration cabinet secretary mr cunningham told bbc radio  today programme taken robin butler comment partial inaccurate taken politically biased labour government	politics
283	"Iraqi voters turn to economic issues
"	desperate security situation iraq lie economy tatter vicious cycle unemployment poor social service poverty worse lack investment hope elected government break deadlock rule law economy say radwan hadi deputy managing director aberdeen-based oil gas consultancy blackwatch petroleum service entered iraq  mr hadis view new government priority shared iraqi economy second-most dominant issue political party ahead sunday election according bristol university political scientist anne alexander working project look governance security post-war iraq job creation rank high election manifesto iraqi people wish list know exactly iraqi work clear situation dire estimate iraq unemployment rate vary estimate - washington-based independent think-tank brookings institution say iraq index progress largely thanks country oil revenue exceeded  june  iraq infrastructure mend notable improvement having area electricity supply irrigation telephone network re-opening hospital problem remain growing divide have have-not angering voter iraqi woman told m alexander frustration watched tv advert private hospital soon having failed track basic medicine baghdad pharmacy observes mr hadi economy present mark big divide rich richer poor poorer indication seen world finance contrast daily plight ordinary people  private bank operate run accordance islamic banking principle hope high future finance foreign bank buying sector national bank kuwait bought majority stake credit bank iraq jordanian investment bank export finance bank bought  national bank iraq foreign firm hope cash reconstruction effort bechtels effort rebuild school restore power attracted controversy boosting line halliburton enjoyed wealth military contract involvement foreign firm health banking sector sits uneasily iraqi accustomed state taking responsibility function essential making society work observes m alexander seen selling iraq asset bringing multinationals expense iraqi business iraqi worker say consequently transitional government forced backtrack recent month proposal allow  foreign ownership iraqi asset explains west easy forget brutal baathist regime used look majority iraq citizen term job creation social security healthcare opinion poll suggest people want state leading role providing thing m alexander say area economy investment abroad warmly welcomed insists mr hadi iraqi left country decade ago think private sector evolve incredibly fast mr hadi say iraq vast natural resource support magnitude economic growth foreign company say keen act actually entering country meaningful way exception mr hadis blackwatch just small operator preparing bigger future blackwatchs baghdad-based affiliate falcon group dozen people working country kirkuk baghdad engineer geo-scientists work iraqi oil ministry hammer technology transfer issue mr hadi point guy trying work iraqi business people business time life go iraq people responsibility want live normal life	business
898	"Hewitt decries 'career sexism'
"	plan extend paid maternity leave month prominent labour election manifesto trade industry secretary said patricia hewitt said cost proposal evaluated increasingly high priority shared goal government m hewitt speaking gender productivity seminar organised equal opportunity commission eoc mother currently month paid leave - unpaid m hewitt told seminar clearly thing need future extend period payment maternity leave month second month looking quickly obviously cost implication taxpayer reimburses employer cost m hewitt announced new drive help woman want work male dominated sector saying sexism work preventing woman reaching potential plan include funding university help female science engineering graduate job taster course men woman non-traditional job woman full-time work earn  men according equal opportunity commission eoc minister told delegate getting rid career sexism vital closing gender pay gap career sexism limit opportunity woman age prevents achieving potential simply wrong assume job ground sex said earlier told bbc radio  today programme talking fact  woman work job low-paid typically dominated woman got segregated employment unfortunately case reflects old-fashioned stereotypical idea appropriate job woman men career sexism saying engineering instance  employee woman really male-dominated industry construction worse saying childcare job really woman suitable men career sexism go way added progress gap pay figure average woman working full-time paid  pound man earning woman working part-time  department trade industry provide funding help new pay expert panel run tuc set advise hundred company equal wage policy research conducted eoc year revealed briton believe pay gap men woman result natural difference sex woman hold  position ftse  company police judiciary trade union according figure retired woman just half income male counterpart average	politics
1302	"Boateng to step down at election
"	paul boateng chief secretary treasury step labour mp forthcoming general election mr boateng  uk high commissioner south africa uk black cabinet minister appointed post  promoted home office prison minister mr boateng served greater london council elected parliament  declaring today brent south tomorrow soweto succeed previous high commissioner ann grant shortly election widely expected held  appointment dependent labour re-election prime minister tony blair said paul valued colleague trusted friend year immense contribution public life britain delighted agreed continue service people britain acting representative south africa chancellor gordon brown said past year paul contribution treasury government exceptional - privilege worked closely closely treasury congratulate paul new appointment displayed huge dedication cause african development year fitting year challenge opportunity african continent paul given pivotal role fight poverty injustice look forward continuing work paul vital agenda mr boateng said honoured asked role especially come integral time relationship south africa african continent shall new challenge opportunity ahead look forward embracing great anticipation asked appointed result fair open competition replied appointed result process thats used labour conservative government appoint people party relevant experience mr boateng laughed suggestion re-election brent south seat danger saying safest labour seat country shadow foreign secretary michael ancram said government refuse approve mr boatengs appointment ex-cabinet minister helen liddell high commissioner australia mr blair appointment paul boateng latest example worrying trend failed tonys crony appointed senior diplomatic post said	politics
2076	"Fast lifts rise into record books
"	high-speed lift world tallest building officially recognised planet fastest lift  second whisk passenger  tall tfc  tower taipei taiwan guinness book record declared  second speed lift swiftest earth lift pressure control stop passenger ear popping ascend descend high speed total tfc tower  lift  double-decker  escalator shuttle people  floor tfc  tower officially opened  december super-fast lift speed  passenger tip tower  second ascending  track /s speed lift translates  /h curiously lift longer descend spend minute returning ground level tfc tower key new technology applied world fastest elevator include - pressure control adjusts atmospheric pressure inside car using suction discharge blower preventing ear popping - active control try balance lift finely remove source vibration - streamlined car reduce whistling noise produced running lift high speed inside narrow shaft certification elevator world record-holder authoritative guinness world record great honour said masayuki shimono president manufacturer toshiba elevator building system installed lift record world fastest passenger elevator published edition guinness book record  interesting indicator technology advanced  year edition record  minute  km/h half speed new record said hein le roux specialist researcher guinness world record taipei tfc  tower  taller petronas tower kuala lumpur malaysia - world tallest skyscraper	tech
1955	"US duo in first spam conviction
"	brother sister convicted sending hundred thousand unsolicited e-mail message aol subscriber criminal prosecution internet spam distributor juror virginia recommended man jeremy jaynes serve year prison sister jessica degroot fined  convicted state law bar sending bulk e-mail using fake address formally sentenced year defendant richard rutkowski acquitted prosecutor said jaynes snake oil salesman new format using internet peddle useless ware news agency associated press reported fed-ex refund processor supposed allow people earn  hour working home item sale internet history eraser sister helped process credit card payment jaynes amassed fortune  sale prosecutor said he successful ripping people year ap quoted prosecutor russell mcguire saying jaynes guilty breaking state law prohibits sending  e-mail  day virginia state attorney general jerry kilgore reportedly said prosecutor asked  year jail jaynes jail term sister jaynes lawyer david oblon called nine-year recommended term outrageous said client believed innocent pointed accused lived north carolina unaware virginia state law spam message estimated account  e-mail sent	tech
1248	"Analysis: No pain, no gain?
"	called masochism strategy run-up iraq war tony blair signed dose pain idea simple - prime minister go head head hostile group real voter spotlight television camera theory talking great british public great unwashed better having medium filter voter hear politician effective way showing aware real people concern - occasion - outright fury mr blair used tactic iraq war try really engaging public concern expect run-up election labour know damaged accusation spin control freakery over-slick presentation - rank mp tony blair said people complain doe listen mr blair latest bout flagellation came series question session television wednesday trouble began wright stuff maria hutchings marching saying tony thats rubbish tried complain autistic son school threatened closure dont worry mr hutchings led audience averted public slanging match - spoke privately start later session produced type grilling toughest television interviewer produce writer neil coppendale west sussex asked iraq war ten thousand innocent men woman child died - manage sleep night immigration london teacher diane granger said going imagine jeremy paxman putting question posed brighton nurse marion brown wipe somebody backside  mr blair tried use questioner name - threw stride asking problem newspaper branded exercise pr stunt backfired danger mr blair simply end looking embattled conservative michael howard liberal democrat charles kennedy offered chance appear similar slot channel month labour strategist believe session mean heckler longer story real issue prominence james humphreys ex-head corporate communication number  say strategy show frustration medium feel dont voice going direct people clearly game occasion say risk prize tackling trend lower turnout poll argues prime minister know potential hazard remember gritted teeth confrontation sharron storer birmingham woman harangued state local hospital  election campaign walk make known dont help anybody told mr blair stomping refusing plea discus issue privately downing street medium chief alastair campbell described episode bit disaster meant launch labour election manifesto received little coverage seen moment election campaign came alive coincided john prescott direct contact - punched egg-throwing protester prime minister come grief hand persistent member public undoubted highlight year election phone-in show margaret thatcher discomfort nationwide  viewer diana gould spot sinking belgrano falklands war john major reaped benefit street campaigning  election campaign famous soapbox left splattered egg engine oil time felt added fizz campaign memoir argues strategy contrasted neil kinnocks contrived photo opportunity attempt artful campaign wanted look like prime minister prime minister wanted flesh blood fight say mr major mr blair told prospective labour mp thursday taking phone-in public meeting enthuse engage public sense empowerment want counter complaint spent time international affair foreign trip mr blair recall clinton advised remember people news evening think spend day hope voter watching rack bear labour old maxim pain gain	politics
1520	"Souness backs Smith for Scotland
"	graeme souness belief walter smith perfect choice succeed berti vogts scotland manager sounesss assistant ranger hot favourite vogts resigned monday walter definitely ideal candidate job hed perfect souness told bbc sport scottish football association appointed tommy burn provisional caretaker-boss friendly sweden  november fit knowledge understanding scotland team football experienced successful souness added walter real football person know working ibrox proper human command instant respect player involved scottish football souness joined sir alex ferguson backing smith claim scottish football association embark search vogts successor appointing tommy burn caretaker capacity ferguson said smith outstanding candidate far im concerned need somebody know theyre doing walter bring wealth experience job man utd bos continued dont know credential needed job job need lot experience assistant scotland manchester united managed glasgow ranger need change shape scottish football radical change needed smith assistant ferguson world cup mexico  everton ranger bos game spell manchester united assistant term bbc sport understands smith willing discus taking approached scottish fa tempted certain smith long-time right-hand man archie knox play national team set-up smith backing pundit fan including scotland manager craig brown brown said walter outstanding candidate doubt admirable choice spoke sunday got impression asking positive candidate job include scotland midfielders gordon strachan gary mcallister vogts assistant tommy burn	sport
1465	"Rush future at Chester uncertain
"	ian rush future chester manager uncertain assistant mark aizlewood refused severance package chester won  league game chairman steve vaughan claim afford sack -year-old liverpool legend vaughan said offered financial settlement resign dignity obvious action dismiss havent finance technically theyre employee vaughan claimed aizlewood verbally agreed offer chester chairman added discussed offer solicitor act agent decided withdraw verbal agreement disappointing rush appointed end august following departure liverpool team-mate mark wright guided chester conference title season chester league rush took liverpool striker enjoyed impressive start managerial life taking club round fa cup winning manager-of-the-month award october chester downturn form culminated - defeat shrewsbury leaf hovering just league relegation zone	sport
1577	"Gronkjaer agrees switch to Madrid
"	jesper gronkjaer agreed atletico madrid birmingham city -year-old winger spent just month st andrew following  chelsea july playing denmark euro  set january transfer window deal rumoured  subject medical meet player representative finalise contract decide sign said atletico sporting director toni munoz gronkjaer targeted blue fan sarcastically applauded taken everton month bos steve bruce said happy let danish international price right added im going say decision let fan reaction tough time summer loss mother finding difficult adjust new club different area terrific missed day training daughter brought home delighted just quite worked wed like spent	sport
1407	"Man Utd stroll to Cup win
"	wayne rooney winning return everton manchester united cruised fa cup quarter-finals rooney received hostile reception goal half quinton fortune cristiano ronaldo silenced jeer goodison park fortune headed home  minute ronaldo scored nigel martyn parried paul scholes free-kick marcus bent missed evertons best chance roy carroll later struck missile saved foot rooneys return going potential flashpoint involved angry exchange spectator kick-off rooneys touch met deafening chorus jeer crowd idolised -year-old everton started brightly fortune needed alert scramble away header bent near goal-line cue united complete control supreme passing display goodison park pitch cutting fortune gave united lead  minute rising meet ronaldos cross yard portuguese youngster allowed time space hapless gary naysmith united dominated creating clear-cut chance paid price making domination minute half-time mikel arteta played superb ball area bent played onside gabriel heintze hesitated carroll plunged fee save united doubled lead  minute ronaldos low drive  yard took deflection tony hibbert martyn dived save brilliantly martyn came evertons rescue minute later rooneys big moment arrived raced clean veteran keeper outstanding form martyn united doubled lead  minute doubled advantage scholes free-kick took deflection martyn parry ball ronaldo reacted score easily evertons problem worsened james mcfadden limped injury trouble ahead everton goalkeeper carroll required treatment struck head missile thrown goal rooneys desperate search goal return everton halted martyn injury-time outpaced stubbs martyn denied england striker - manchester united coach sir alex ferguson fantastic performance fairness think everton missed couple player got young player boy ronaldo fantastic player he persistent give dont know foul get want ball he truly fabulous player everton martyn hibbert yobo stubbs naysmith osman carsley arteta kilbane mcfadden bent sub wright pistone weir plessis vaughan manchester united carroll gary neville brown ferdinand heinze ronaldo phil neville keane scholes fortune rooney sub howard giggs smith miller spector referee r style hampshire	sport
815	"Bangkok film festival battles on
"	organiser bangkok international film festival determined carry year event despite ravage asian tsunami disaster festivity scaled red carpet mothballed profit ticket sale donated tsunami relief fund apart festival continued originally planned disaster happened naturally asked cancel said festival executive director craig prater decision continue focus change premiere fundraiser opening night visibly toned  ticket sold go disaster fund continued feel like weve turned page weve acknowledged position business usual mr prater sentiment echoed christine rush director festival sister event bangkok film market careful respectful thai nation recovery terrible disaster said nation recovery depends continuing economic life encouraging attendee victim mind aggressively support aid organisation helping added given conspicuously low audience figure support symbolic significant poor ticket sale fallout disaster administrative promotional difficulty eclectic programme contains wide range title including oscar hopeful ray charles biopic ray mike leigh abortion drama vera drake said absence thai subtitle film print proved offputting local cinemagoers positive note celebrity guest attending event generated huge medium busy capital city problem securing air transport clash sunday golden globe ceremony los angeles factor forced big name cancel festival attracted hollywood director oliver stone joel schumacher alongside screen star michael douglas jeremy iron jean-claude van damme iron film julia competition festival golden kinnaree award said wondered attend december catastrophe questioned come tragedy happened british actor said thought bad taste spoke organiser encouraged let life ive come im glad impress thai culture thing far quicker west continued basically invited thailand want come year bangkok relatively recent addition hectic film festival calendar attain stature established event held hong kong tokyo pusan south korea mr prater predicts soon equal grown awfully fast year - maybe fast concedes weve bump road thats festival baby doubt mind year asian film festival world golden kinnarees awarded friday festival run  january	entertainment
764	"Cult band Kasabian surge forward
"	indie dance band kasabian built cult following  secure brit award nomination four-piece leicester band blend dark electronics rock earning kasabian place best british group rock act live act shortlist earned reputation outspoken charismatic contrast fellow brit nominee keane snow patrol british music need kick arse britain need new band breathe life british people declared kasabians singer tom meighan no-ones doing minute music feel like afterlife right dont want people serpent going rise sea scare pirate away meighan grew leicester kasabian songwriter/guitarist sergio pizzorno bassist chris edward trio began making music age  enlisted guitarist keyboard player christopher karloff spotting pub saw long sideburn thought hey look ask said meighan inspired britpop mutual love hardcore early  genre fused house music hip hop beat dark sensibility added electronic element traditional guitar sound got computer cut rocknroll there point going said meighan new idea creativity band original approach reflected inspired linda kasabian - getaway driver serial killer charles manson coincidentally armenian term butcher kasabian moved remote farmhouse rutland record debut album benefiting isolation managing sneak party signed rca record label kasabian tested water single club foot lsf reached number   uk single chart respectively built following summer festival circuit opening glastonbury t park series guerilla gig unusual venue including half time orange pub leicester city football club headquarters kasabians self-titled album released september widespread critical acclaim indie dance stance drawing comparison stone rose primal scream happy monday regarding fiery assertion rock n roll ethic proof siege mentality alive badlands rutland water nmes praise typical album reception  progressed kasabian score hit - processed beat cutt - embark well-received uk tour music seriously definitely want fun said pizzorno job added meighan best life wed lost soul music need	entertainment
2169	"Warnings on woeful wi-fi security
"	company getting worse keeping wireless data network secure survey wi-fi network london frankfurt new york san francisco rsa security basic security feature turned contrast year survey  firm failed basic step improve security rsa warned wi-fis growing popularity likely insecure network exploited wireless wi-fi network hugely popular year office easy set make going online convenient popularity show sign slowing reveals annual rsa security netsurity survey annual  growth rate number wireless net installed london frankfurt firm step turn security function built wi-fi standard protect attack survey significant proportion taking unnecessary risk average  wireless network rsa netsurity researcher london frankfurt new york san francisco used basic security system firm simply turning wireless net access point use default setting familiar wi-fi easily rsa said  wi-fi network london used default setting compared  frankfurt  new york  san francisco user wi-fi net did turn encryption scramble data traffic user access point helping online despite series story warning firm danger drive-by hacking computer criminal walk drive city centre using easy use tool spot wi-fi net figure stark warning unsecured business act said phil cracknell chief technology officer netsurity public wi-fi hotspot appear people familiar using getting likely insecure warned mr cracknell accidental intentional connection corporate network bring series security issue including loss confidential data installation malicious code said	tech
391	"Deutsche Boerse set to 'woo' LSE
"	boss deutsche boerse london stock exchange meet amid talk takeover bid lse raised   month german exchange tabled  pence-per-share offer lse valuing  paris-based euronext owner liffe london said interested bidding lse euronext hold talk lse week reported ready raise  fund bid euronext chief jean-francois theodore scheduled meet lse counterpart clara furse friday deutsche boerse chief werner seifert meeting m furse thursday meeting exchange bid approach december lse rejected deutsche boer proposed  offer december saying undervalued business agreed leave door open talk significantly-improved proposal interest l shareholder customer meantime euronext combine paris amsterdam lisbon stock exchange began talk lse statement thursday euronext said offer likely solely cash added assurance stage offer deal bidder create biggest stock market operator europe second biggest world new york stock exchange according ft latest meeting deutsche boerse adopt charm offensive woo london exchange newspaper said german suitor offer manage combined cash equity market london let m furse helm report week said deutsche boerse consider selling luxembourg-based clearstream unit - clearing house process security transaction ownership clearstream seen main stumbling block london-frankfurt merger lse shareholder feared deutsche boerse takeover force use clearstream making difficult negotiate lower transaction fee	business
2157	"Security warning over 'FBI virus'
"	federal bureau investigation warning computer virus spread e-mail purport fbi e-mail come fbigov address tell recipient accessed illegal website message warn internet use monitored fbi internet fraud complaint center attachment e-mail contains virus fbi said message asks recipient click attachment answer question internet use questionnaire attachment contains virus infects recipient computer according agency clear virus doe infected computer user warned open attachment unsolicited e-mail people know recipient similar solicitation know fbi doe engage practice sending unsolicited e-mail public manner fbi said statement bureau investigating phoney e-mail agency earlier month shut fbigov account used communicate public security breach spokeswoman said incident appear unrelated	tech
100	"Australia rates at four year high
"	australia raising benchmark rate highest level year despite sign slowdown country economy reserve bank australia lifted rate   upwards year shortly bank decision new figure showed fall economic growth quarter bank said acted curb inflation criticised analyst rate hike december  well-flagged advance opposition party analyst said ill-timed given data showing australian economy grew just  october december  annual basis figure representing decline  growth gdp seen july september market expectation consumer spending remains strong bank concerned growing inflationary pressure recent month increasingly clear remaining spare capacity labour good market limited said ian macfarlane governor reserve bank  inflation remains bank - target range export declined second half  fuelling rise country current account deficit - difference value import compared export - record australian dollar  australian government said economy remained strong unemployment near  year low economy strong properly moderating doesnt look like slowing unreasonable way said treasurer peter costello stock market factored likelihood rate rise analyst expressed concern strength economy  annual growth rate lowest seen post-election slump saw - said michael blythe chief economist commonwealth bank australia suggests economy really did slow sharply second half	business
